icd,description,version,,
764.19,"""Light-for-dates""with signs of fetal malnutrition, 2,500 grams and over",9,,
764.20,"Fetal malnutrition without mention of ""light-for-dates"", unspecified [weight]",9,,
764.21,"Fetal malnutrition without mention of ""light-for-dates"", less than 500 grams",9,,
764.22,"Fetal malnutrition without mention of ""light-for-dates"", 500-749 grams",9,,
764.23,"Fetal malnutrition without mention of ""light-for-dates"", 750-999 grams",9,,
764.24,"Fetal malnutrition without mention of ""light-for-dates"", 1,000-1,249 grams",9,,
764.25,"Fetal malnutrition without mention of ""light-for-dates"", 1,250-1,499 grams",9,,
764.26,"Fetal malnutrition without mention of ""light-for-dates"", 1,500-1,749 grams",9,,
764.27,"Fetal malnutrition without mention of ""light-for-dates"", 1,750-1,999 grams",9,,
764.28,"Fetal malnutrition without mention of ""light-for-dates"", 2,000-2,499 grams",9,,
764.29,"Fetal malnutrition without mention of ""light-for-dates"", 2,500 grams and over",9,,
764.90,"Fetal growth retardation, unspecified, unspecified [weight]",9,,
764.91,"Fetal growth retardation, unspecified, less than 500 grams",9,,
764.92,"Fetal growth retardation, unspecified, 500-749 grams",9,,
764.93,"Fetal growth retardation, unspecified, 750-999 grams",9,,
764.94,"Fetal growth retardation, unspecified, 1,000-1,249 grams",9,,
764.95,"Fetal growth retardation, unspecified, 1,250-1,499 grams",9,,
764.96,"Fetal growth retardation, unspecified, 1,500-1,749 grams",9,,
764.97,"Fetal growth retardation, unspecified, 1,750-1,999 grams",9,,
764.98,"Fetal growth retardation, unspecified, 2,000-2,499 grams",9,,
764.99,"Fetal growth retardation, unspecified, 2,500 grams and over",9,,
765.00,"Extreme immaturity, unspecified [weight]",9,,
765.01,"Extreme immaturity, less than 500 grams",9,,
765.02,"Extreme immaturity, 500-749 grams",9,,
765.03,"Extreme immaturity, 750-999 grams",9,,
765.04,"Extreme immaturity, 1,000-1,249 grams",9,,
765.05,"Extreme immaturity, 1,250-1,499 grams",9,,
765.06,"Extreme immaturity, 1,500-1,749 grams",9,,
765.07,"Extreme immaturity, 1,750-1,999 grams",9,,
765.08,"Extreme immaturity, 2,000-2,499 grams",9,,
765.09,"Extreme immaturity, 2,500 grams and over",9,,
765.10,"Other preterm infants, unspecified [weight]",9,,
765.11,"Other preterm infants, less than 500 grams",9,,
765.12,"Other preterm infants, 500-749 grams",9,,
765.13,"Other preterm infants, 750-999 grams",9,,
765.14,"Other preterm infants, 1,000-1,249 grams",9,,
765.15,"Other preterm infants, 1,250-1,499 grams",9,,
765.16,"Other preterm infants, 1,500-1,749 grams",9,,
765.17,"Other preterm infants, 1,750-1,999 grams",9,,
765.18,"Other preterm infants, 2,000-2,499 grams",9,,
765.19,"Other preterm infants, 2,500 grams and over",9,,
765.20,Unspecified weeks of gestation,9,,
765.21,Less than 24 completed weeks of gestation,9,,
765.22,24 completed weeks of gestation,9,,
765.23,25-26 completed weeks of gestation,9,,
765.24,27-28 completed weeks of gestation,9,,
765.25,29-30 completed weeks of gestation,9,,
765.26,31-32 completed weeks of gestation,9,,
765.27,33-34 completed weeks of gestation,9,,
765.28,35-36 completed weeks of gestation,9,,
765.29,37 or more completed weeks of gestation,9,,
766.21,Post-term infant,9,,
766.22,Prolonged gestation of infant,9,,
767.11,Epicranial subaponeurotic hemorrhage (massive),9,,
767.19,Other injuries to scalp,9,,
768.70,"Hypoxic-ischemic encephalopathy, unspecified",9,,
768.71,Mild hypoxic-ischemic encephalopathy,9,,
768.72,Moderate hypoxic-ischemic encephalopathy,9,,
768.73,Severe hypoxic-ischemic encephalopathy,9,,
770.10,"Fetal and newborn aspiration, unspecified",9,,
770.11,Meconium aspiration without respiratory symptoms,9,,
770.12,Meconium aspiration with respiratory symptoms,9,,
770.13,Aspiration of clear amniotic fluid without respiratory symptoms,9,,
770.14,Aspiration of clear amniotic fluid with respiratory symptoms,9,,
770.15,Aspiration of blood without respiratory symptoms,9,,
770.16,Aspiration of blood with respiratory symptoms,9,,
770.17,Other fetal and newborn aspiration without respiratory symptoms,9,,
770.18,Other fetal and newborn aspiration with respiratory symptoms,9,,
770.81,Primary apnea of newborn,9,,
770.82,Other apnea of newborn,9,,
770.83,Cyanotic attacks of newborn,9,,
770.84,Respiratory failure of newborn,9,,
770.85,Aspiration of postnatal stomach contents without respiratory symptoms,9,,
770.86,Aspiration of postnatal stomach contents with respiratory symptoms,9,,
770.87,Respiratory arrest of newborn,9,,
770.88,Hypoxemia of newborn,9,,
770.89,Other respiratory problems after birth,9,,
771.81,Septicemia [sepsis] of newborn,9,,
771.82,Urinary tract infection of newborn,9,,
771.83,Bacteremia of newborn,9,,
771.89,Other infections specific to the perinatal period,9,,
772.10,Intraventricular hemorrhage unspecified grade,9,,
772.11,"Intraventricular hemorrhage, grade I",9,,
772.12,"Intraventricular hemorrhage, grade II",9,,
772.13,"Intraventricular hemorrhage, grade III",9,,
772.14,"Intraventricular hemorrhage, grade IV",9,,
774.30,"Neonatal jaundice due to delayed conjugation, cause unspecified",9,,
774.31,Neonatal jaundice due to delayed conjugation in diseases classified elsewhere,9,,
774.39,Other neonatal jaundice due to delayed conjugation from other causes,9,,
775.81,Other acidosis of newborn,9,,
775.89,Other neonatal endocrine and metabolic disturbances,9,,
777.50,"Necrotizing enterocolitis in newborn, unspecified",9,,
777.51,Stage I necrotizing enterocolitis in newborn,9,,
777.52,Stage II necrotizing enterocolitis in newborn,9,,
777.53,Stage III necrotizing enterocolitis in newborn,9,,
779.31,Feeding problems in newborn,9,,
779.32,Bilious vomiting in newborn,9,,
779.33,Other vomiting in newborn,9,,
779.34,Failure to thrive in newborn,9,,
779.81,Neonatal bradycardia,9,,
779.82,Neonatal tachycardia,9,,
779.83,Delayed separation of umbilical cord,9,,
779.84,Meconium staining,9,,
779.85,Cardiac arrest of newborn,9,,
779.89,Other specified conditions originating in the perinatal period,9,,
780.01,Coma,9,,
780.02,Transient alteration of awareness,9,,
780.03,Persistent vegetative state,9,,
780.09,Other alteration of consciousness,9,,
780.31,"Febrile convulsions (simple), unspecified",9,,
780.32,Complex febrile convulsions,9,,
780.33,Post traumatic seizures,9,,
780.39,Other convulsions,9,,
780.50,"Sleep disturbance, unspecified",9,,
780.51,"Insomnia with sleep apnea, unspecified",9,,
780.52,"Insomnia, unspecified",9,,
780.53,"Hypersomnia with sleep apnea, unspecified",9,,
780.54,"Hypersomnia, unspecified",9,,
780.55,"Disruption of 24 hour sleep wake cycle, unspecified",9,,
780.56,Dysfunctions associated with sleep stages or arousal from sleep,9,,
780.57,Unspecified sleep apnea,9,,
780.58,"Sleep related movement disorder, unspecified",9,,
780.59,Other sleep disturbances,9,,
780.60,"Fever, unspecified",9,,
780.61,Fever presenting with conditions classified elsewhere,9,,
780.62,Postprocedural fever,9,,
780.63,Postvaccination fever,9,,
780.64,Chills (without fever),9,,
780.65,Hypothermia not associated with low environmental temperature,9,,
780.66,Febrile nonhemolytic transfusion reaction,9,,
780.71,Chronic fatigue syndrome,9,,
780.72,Functional quadriplegia,9,,
780.79,Other malaise and fatigue,9,,
780.91,Fussy infant (baby),9,,
780.92,Excessive crying of infant (baby),9,,
780.93,Memory loss,9,,
780.94,Early satiety,9,,
780.95,"Excessive crying of child, adolescent, or adult",9,,
780.96,Generalized pain,9,,
780.97,Altered mental status,9,,
780.99,Other general symptoms,9,,
781.91,Loss of height,9,,
781.92,Abnormal posture,9,,
781.93,Ocular torticollis,9,,
781.94,Facial weakness,9,,
781.99,Other symptoms involving nervous and musculoskeletal systems,9,,
782.61,Pallor,9,,
782.62,Flushing,9,,
783.21,Loss of weight,9,,
783.22,Underweight,9,,
783.40,"Lack of normal physiological development, unspecified",9,,
783.41,Failure to thrive,9,,
783.42,Delayed milestones,9,,
783.43,Short stature,9,,
784.40,"Voice and resonance disorder, unspecified",9,,
784.41,Aphonia,9,,
784.42,Dysphonia,9,,
784.43,Hypernasality,9,,
784.44,Hyponasality,9,,
784.49,Other voice and resonance disorders,9,,
784.51,Dysarthria,9,,
784.52,Fluency disorder in conditions classified elsewhere,9,,
784.59,Other speech disturbance,9,,
784.60,"Symbolic dysfunction, unspecified",9,,
784.61,Alexia and dyslexia,9,,
784.69,Other symbolic dysfunction,9,,
784.91,Postnasal drip,9,,
784.92,Jaw pain,9,,
784.99,Other symptoms involving head and neck,9,,
785.50,"Shock, unspecified",9,,
785.51,Cardiogenic shock,9,,
785.52,Septic shock,9,,
785.59,Other shock without mention of trauma,9,,
786.00,"Respiratory abnormality, unspecified",9,,
786.01,Hyperventilation,9,,
786.02,Orthopnea,9,,
786.03,Apnea,9,,
786.04,Cheyne-Stokes respiration,9,,
786.05,Shortness of breath,9,,
786.06,Tachypnea,9,,
786.07,Wheezing,9,,
786.09,Other respiratory abnormalities,9,,
786.30,"Hemoptysis, unspecified",9,,
786.31,Acute idiopathic pulmonary hemorrhage in infants [AIPHI],9,,
786.39,Other hemoptysis,9,,
786.50,"Chest pain, unspecified",9,,
786.51,Precordial pain,9,,
786.52,Painful respiration,9,,
786.59,Other chest pain,9,,
787.01,Nausea with vomiting,9,,
787.02,Nausea alone,9,,
787.03,Vomiting alone,9,,
787.04,Bilious emesis,9,,
787.20,"Dysphagia, unspecified",9,,
787.21,"Dysphagia, oral phase",9,,
787.22,"Dysphagia, oropharyngeal phase",9,,
787.23,"Dysphagia, pharyngeal phase",9,,
787.24,"Dysphagia, pharyngoesophageal phase",9,,
787.29,Other dysphagia,9,,
787.60,Full incontinence of feces,9,,
787.61,Incomplete defecation,9,,
787.62,Fecal smearing,9,,
787.63,Fecal urgency,9,,
787.91,Diarrhea,9,,
787.99,Other symptoms involving digestive system,9,,
788.20,"Retention of urine, unspecified",9,,
788.21,Incomplete bladder emptying,9,,
788.29,Other specified retention of urine,9,,
788.30,"Urinary incontinence, unspecified",9,,
788.31,Urge incontinence,9,,
788.32,"Stress incontinence, male",9,,
788.33,Mixed incontinence (male) (female),9,,
788.34,Incontinence without sensory awareness,9,,
788.35,Post-void dribbling,9,,
788.36,Nocturnal enuresis,9,,
788.37,Continuous leakage,9,,
788.38,Overflow incontinence,9,,
788.39,Other urinary incontinence,9,,
788.41,Urinary frequency,9,,
788.42,Polyuria,9,,
788.43,Nocturia,9,,
788.61,Splitting of urinary stream,9,,
788.62,Slowing of urinary stream,9,,
788.63,Urgency of urination,9,,
788.64,Urinary hesitancy,9,,
788.65,Straining on urination,9,,
788.69,Other abnormality of urination,9,,
788.91,Functional urinary incontinence,9,,
788.99,Other symptoms involving urinary system,9,,
789.00,"Abdominal pain, unspecified site",9,,
789.01,"Abdominal pain, right upper quadrant",9,,
789.02,"Abdominal pain, left upper quadrant",9,,
789.03,"Abdominal pain, right lower quadrant",9,,
789.04,"Abdominal pain, left lower quadrant",9,,
789.05,"Abdominal pain, periumbilic",9,,
789.06,"Abdominal pain, epigastric",9,,
789.07,"Abdominal pain, generalized",9,,
789.09,"Abdominal pain, other specified site",9,,
789.30,"Abdominal or pelvic swelling, mass, or lump, unspecified site",9,,
789.31,"Abdominal or pelvic swelling, mass, or lump, right upper quadrant",9,,
789.32,"Abdominal or pelvic swelling, mass, or lump, left upper quadrant",9,,
789.33,"Abdominal or pelvic swelling, mass, or lump, right lower quadrant",9,,
789.34,"Abdominal or pelvic swelling, mass, or lump, left lower quadrant",9,,
789.35,"Abdominal or pelvic swelling, mass, or lump, periumbilic",9,,
789.36,"Abdominal or pelvic swelling, mass, or lump, epigastric",9,,
789.37,"Abdominal or pelvic swelling, mass, or lump, generalized",9,,
789.39,"Abdominal or pelvic swelling, mass, or lump, other specified site",9,,
789.40,"Abdominal rigidity, unspecified site",9,,
789.41,"Abdominal rigidity, right upper quadrant",9,,
789.42,"Abdominal rigidity, left upper quadrant",9,,
789.43,"Abdominal rigidity, right lower quadrant",9,,
789.44,"Abdominal rigidity, left lower quadrant",9,,
789.45,"Abdominal rigidity, periumbilic",9,,
789.46,"Abdominal rigidity, epigastric",9,,
789.47,"Abdominal rigidity, generalized",9,,
789.49,"Abdominal rigidity, other specified site",9,,
789.51,Malignant ascites,9,,
789.59,Other ascites,9,,
789.60,"Abdominal tenderness, unspecified site",9,,
789.61,"Abdominal tenderness, right upper quadrant",9,,
789.62,"Abdominal tenderness, left upper quadrant",9,,
789.63,"Abdominal tenderness, right lower quadrant",9,,
789.64,"Abdominal tenderness, left lower quadrant",9,,
789.65,"Abdominal tenderness, periumbilic",9,,
789.66,"Abdominal tenderness, epigastric",9,,
789.67,"Abdominal tenderness, generalized",9,,
789.69,"Abdominal tenderness, other specified site",9,,
790.01,Precipitous drop in hematocrit,9,,
790.09,Other abnormality of red blood cells,9,,
790.21,Impaired fasting glucose,9,,
790.22,Impaired glucose tolerance test (oral),9,,
790.29,Other abnormal glucose,9,,
790.91,Abnormal arterial blood gases,9,,
790.92,Abnormal coagulation profile,9,,
790.93,Elevated prostate specific antigen [PSA],9,,
790.94,Euthyroid sick syndrome,9,,
790.95,Elevated C-reactive protein (CRP),9,,
790.99,Other nonspecific findings on examination of blood,9,,
793.11,Solitary pulmonary nodule,9,,
793.19,Other nonspecific abnormal finding of lung field,9,,
793.80,"Abnormal mammogram, unspecified",9,,
793.81,Mammographic microcalcification,9,,
793.82,Inconclusive mammogram,9,,
793.89,Other (abnormal) findings on radiological examination of breast,9,,
793.91,Image test inconclusive due to excess body fat,9,,
793.99,Other nonspecific (abnormal) findings on radiological and other examinations of body structure,9,,
794.00,"Abnormal function study of brain and central nervous system, unspecified",9,,
794.01,Nonspecific abnormal echoencephalogram,9,,
794.02,Nonspecific abnormal electroencephalogram [EEG],9,,
794.09,Other nonspecific abnormal results of function study of brain and central nervous system,9,,
794.10,"Nonspecific abnormal response to nerve stimulation, unspecified",9,,
794.11,Nonspecific abnormal retinal function studies,9,,
794.12,Nonspecific abnormal electro-oculogram [EOG],9,,
794.13,Nonspecific abnormal visually evoked potential,9,,
794.14,Nonspecific abnormal oculomotor studies,9,,
794.15,Nonspecific abnormal auditory function studies,9,,
794.16,Nonspecific abnormal vestibular function studies,9,,
794.17,Nonspecific abnormal electromyogram [EMG],9,,
794.19,Other nonspecific abnormal results of function study of peripheral nervous system and special senses,9,,
794.30,"Abnormal cardiovascular function study, unspecified",9,,
794.31,Nonspecific abnormal electrocardiogram [ECG] [EKG],9,,
794.39,Other nonspecific abnormal results of function study of cardiovascular system,9,,
795.00,Abnormal glandular Papanicolaou smear of cervix,9,,
795.01,Papanicolaou smear of cervix with atypical squamous cells of undetermined significance (ASC-US),9,,
795.02,Papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H),9,,
795.03,Papanicolaou smear of cervix with low grade squamous intraepithelial lesion (LGSIL),9,,
795.04,Papanicolaou smear of cervix with high grade squamous intraepithelial lesion (HGSIL),9,,
795.05,Cervical high risk human papillomavirus (HPV) DNA test positive,9,,
