CPT_CODE,CPT_LONG_DESCRIPTION,,,
95250,"GLUC MON, UP 72 HRS CONT REC&STORAGE, GLUC VALUES,INTERSTITIAL TISSUE FLUID VIA SUBCUTANEOUS SENSR (INCL HOOK-UP, CALIBRATION, PATIENT INITIATI",,,
95805,"MULTIPLE SLEEP LATENCY OR MAINTENANCE OF WAKEFULNESS TESTING, RECORDING, ANALYSIS AND INTERPRETATION OF PHYSIOLOGICAL MEASUREMENTS OF SLEEP DUR",,,
95806,"SLEEP STUDY, SIMULTANEOUS RECORDING OF VENTILATION, RESPIRATORY EFFORT, ECG OR HEART RATE, AND OXYGEN SATURATION, UNATTENDED BY A TECHNOLOGIST",,,
95807,"SLEEP STUDY, SIMULTANEOUS RECORDING OF VENTILATION, RESPIRATORY EFFORT, ECG OR HEART RATE, AND OXYGEN SATURATION, ATTENDED BY A TECHNOLOGIST",,,
95808,"POLYSOMNOGRAPHY; SLEEP STAGING WITH 1-3 ADDITIONAL PARAMETERS OF SLEEP, ATTENDED BY A TECHNOLOGIST",,,
95810,"POLYSOMNOGRAPHY; SLEEP STAGING WITH 4 OR MORE ADDITIONAL PARAMETERS OF SLEEP, ATTENDED BY A TECHNOLOGIST",,,
95811,"POLYSOMNOGRAPHY; OF SLEEP,ATTEND BY A TECHNOLOGIST SLEEP STAGING W 4/+ ADD PARAMETERS OF SLEEP, W INITIATION OF CONTINUOUS POSITIVE AIRWAY PRES",,,
95812,ELECTROENCEPHALOGRAM (EEG) EXTENDED MONITORING; 41-60 MINUTES,,,
95813,ELECTROENCEPHALOGRAM (EEG) EXTENDED MONITORING; GREATER THAN ONE HOUR,,,
95816,ELECTROENCEPHALOGRAM (EEG); INCLUDING RECORDING AWAKE AND DROWSY,,,
95819,ELECTROENCEPHALOGRAM (EEG); INCLUDING RECORDING AWAKE AND ASLEEP,,,
95822,ELECTROENCEPHALOGRAM (EEG); RECORDING IN COMA OR SLEEP ONLY,,,
95824,ELECTROENCEPHALOGRAM (EEG); CEREBRAL DEATH EVALUATION ONLY,,,
95827,ELECTROENCEPHALOGRAM (EEG); ALL NIGHT RECORDING,,,
95829,ELECTROCORTICOGRAM AT SURGERY (SEPARATE PROCEDURE),,,
95830,INSERTION BY PHYSICIAN OF SPHENOIDAL ELECTRODES FOR ELECTROENCEPHALOGRAPHIC (EEG) RECORDING,,,
95831,"MUSCLE TESTING, MANUAL (SEPARATE PROCEDURE) WITH REPORT; EXTREMITY (EXCLUDING HAND) OR TRUNK",,,
95832,"MUSCLE TESTING, MANUAL (SEPARATE PROCEDURE); HAND (WITH OR WITHOUT COMPARISON WITH NORMAL SIDE)",,,
95833,"MUSCLE TESTING, MANUAL (SEPARATE PROCEDURE); TOTAL EVALUATION OF BODY, EXCLUDING HANDS",,,
95834,"MUSCLE TESTING, MANUAL (SEPARATE PROCEDURE); TOTAL EVALUATION OF BODY, INCLUDING HANDS",,,
95851,RANGE OF MOTION MEASUREMENTS AND REPORT (SEPARATE PROCEDURE); EACH EXTREMITY (EXCLUDING HAND) OR EACH TRUNK SECTION (SPINE),,,
95852,"RANGE OF MOTION MEASUREMENTS AND REPORT (SEPARATE PROCEDURE); HAND, WITH OR WITHOUT COMPARISON WITH NORMAL SIDE",,,
95857,TENSILON TEST FOR MYASTHENIA GRAVIS;,,,
95858,TENSILON TEST FOR MYASTHENIA GRAVIS; WITH ELECTROMYOGRAPHIC RECORDING,,,
95860,"NEEDLE ELECTROMYOGRAPHY, ONE EXTREMITY WITH OR WITHOUT RELATED PARASPINAL AREAS",,,
95861,"NEEDLE ELECTROMYOGRAPHY, TWO EXTREMITIES WITH OR WITHOUT RELATED PARASPINAL AREAS",,,
95863,"NEEDLE ELECTROMYOGRAPHY, THREE EXTREMITIES WITH OR WITHOUT RELATED PARASPINAL AREAS",,,
95864,"NEEDLE ELECTROMYOGRAPHY, FOUR EXTREMITIES WITH OR WITHOUT RELATED PARASPINAL AREAS",,,
95867,"NEEDLE ELECTROMYOGRAPHY; CRANIAL NERVE SUPPLIED MUSCLE(S), UNILATERAL",,,
95868,"NEEDLE ELECTROMYOGRAPHY, CRANIAL NERVE SUPPLIED MUSCLES, BILATERAL",,,
95869,NEEDLE ELECTROMYOGRAPHY; THORACIC PARASPINAL MUSCLES (EXCLUDING T1 OR T12),,,
95870,"NEEDLE ELECTROMYOGRAPHY; LIMITED STUDY OF MUSCLES IN ONE EXTREMITY OR NON-LIMB (AXIAL) MUSCLES (UNILATERAL OR BILATERAL), OTHER THAN THORACIC P",,,
95872,"NEEDLE ELECTROMYOGRAPHY USING SINGLE FIBER ELECTRODE, WITH QUANTITATIVE MEASUREMENT OF JITTER, BLOCKING AND/OR FIBER DENSITY, ANY/ALL SITES OF",,,
95875,ISCHEMIC LIMB EXERCISE TEST WITH SERIAL SPECIMEN(S) ACQUISITION FOR MUSCLE(S) METABOLITE(S),,,
95900,"NERVE CONDUCTION, AMPLITUDE AND LATENCY/VELOCTIY STUDY, EACH NERVE; MOTOR, WITHOUT F-WAVE STUDY",,,
95903,"NERVE CONDUCTION, AMPLITUDE AND LATENCY/VELOCITY STUDY, EACH NERVE, ANY/ALL SITE(S) ALONG THE NERVE; MOTOR, WITH F-WAVE STUDY",,,
95904,"NERVE CONDUCTION, AMPLITUDE AND LATENCY/VELOCITY STUDY, EACH NERVE; SENSORY",,,
95920,"INTRAOPERATIVE NEUROPHYSIOLOGY TESTING, PER HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",,,
95921,"TSTNG AUTONOMIC NRVOUS SYST. FNCTN; CARDIOVAGAL INNERVATION (PARASYMPATHETIC FNCTN), INCL. 2+ OF THE FOLWNG: HRT RATE RESP. TO DEEP BRTHING W/",,,
95922,"TSTNG AUTONOMIC NRVOUS SYST. FUNCT.; VASOMOTOR ADRENERGIC (AD.) INNERVATION (SYMP. AD. FUNCT.), INCL. BEAT/BEAT BLOOD PRESSURE & R-R INTERVAL C",,,
95923,"TSTNG AUTONOMIC NRVOUS SYST. FUNCT.;SUDOMOTOR, INCL. 1+ OF FOLLOWING: QUANT. SUDOMOTOR AXON REFLEX TST, SILASTIC SWEAT IMPRINT, THERMOREGULATOR",,,
95925,"SHORT-LATENCY SOMATOSENSORY EVOKED POTENTIAL STUDY, STIMULATION OF ANY/ALL PERIPHERAL NERVES OR SKIN SITES, RECORDING FROM THE CENTRAL NERVOUS",,,
95926,"SHORT-LATENCY SOMATOSENSORY EVOKED POTENTIAL STUDY, STIMULATION OF ANY/ALL PERIPHERAL NERVES OR SKIN SITES, RECORDING FROM THE CENTRAL NERVOUS",,,
95927,"SHORT-LATENCY SOMATOSENSORY EVOKED POTENTIAL STUDY, STIMULATION OF ANY/ALL PERIPHERAL NERVES OR SKIN SITES, RECORDING FROM THE CENTRAL NERVOUS",,,
95930,"VISUAL EVOKED POTENTIAL (VEP) TESTING CENTRAL NERVOUS SYSTEM, CHECKERBOARD OR FLASH",,,
95933,"ORBICULARIS OCULI (BLINK) REFLEX, BY ELECTRODIAGNOSTIC TESTING",,,
95934,"H-REFLEX, AMPLITUDE AND LATENCY STUDY; RECORD GASTROCNEMIUS/SOLEUS MUSCLE",,,
95936,"H-REFLEX, AMPLITUDE AND LATENCY STUDY; RECORD MUSCLE OTHER THAN GASTROCNEMIUS/SOLEUS MUSCLE",,,
95937,"NEUROMUSCULAR JUNCTION TESTING (REPETITIVE STIMULATION, PAIRED STIMULI), EACH NERVE, ANY ONE METHOD",,,
95950,"MONITORING FOR IDENTIFICATION AND LATERALIZATION OF CEREBRAL SEIZURE FOCUS, ELECTROENCEPHALOGRAPHIC (EG, 8 CHANNEL EEG) RECORDING AND INTERPRET",,,
95951,"MONITORING FOR LOCALIZATION OF CEREBRAL SEIZURE FOCUS BY CABLE OR RADIO, 16 OR MORE CHANNEL TELEMETRY, COMB. EEG AND VIDEO REC. AND INTERP. (EG",,,
95953,MONITORING FOR LOCALIZATION OF CEREBRAL SEIZURE FOCUS BY COMPUTERIZED PORTABLE 16 OR MORE CHANNEL EEG; ELECTROENCEPHALOGRAPHIC (EEG) RECORDING,,,
95954,"PHARMACOLOGICAL OR PHYSICAL ACTIVATION REQUIRING PHYSICIAN ATTENDANCE DURING EEG RECORDING OF ACTIVATION PHASE (EG, THIOPENTAL ACTIVATION TEST)",,,
95955,"ELECTROENCEPHALOGRAM (EEG) DURING NONINTRACRANIAL SURGERY (EG, CAROTID SURGERY)",,,
95956,"MONITORING FOR LOCALIZATION OF CEREBRAL SEIZURE FOCUS BY CABLE OR RADIO, 16 OR MORE CHANNEL TELEMETRY, ELECTROENCEPHALOGRAPHIC (EEG) RECORDING",,,
95957,"DIGITAL ANALYSIS OF ELECTROENCEPHALOGRAM (EEG) (EG, FOR EPILEPTIC SPIKE ANALYSIS)",,,
95958,"WADA ACTIVATION TEST FOR HEMISPHERIC FUNCTION, INCLUDING ELECTROENCEPHALOGRAPHIC (EEG) MONITORING",,,
95961,"FUNCTIONAL CORTICAL AND SUBCORTICAL MAPPING BY STIMULATION &/ RECORDING OF ELECTRODES ON BRAIN SURFACE/OF DEPTH ELECTRODES, TO PROVOKE SEIZURES",,,
95962,"FUNCTIONAL CORTICAL MAPPING BY STIMULATION OF ELECTRODES ON BRAIN SURFACE, OR OF DEPTH ELECTRODES, TO PROVOKE SEIZURES OR IDENTIFY VITAL CORTEX",,,
95965,"MAGNETOENCEPHALOGRAPHY (MEG), RECORDING AND ANALYSIS; FOR SPONTANEOUS BRAIN MAGNETIC ACTIVITY (EG, EPILEPTIC CEREBRAL CORTEX LOCALIZATION)",,,
95966,"MAGNETOENCEPHALOGRAPHY (MEG), RECORDING AND ANALYSIS; FOR EVOKED MAGNETIC FIELDS, SINGLE MODALITY (EG, SENSORY, MOTOR, LANGUAGE, OR VISUAL CORT",,,
95967,"MAGNETOENCEPHALOGRAPHY (MEG), RECORDING&ANALYSIS;EVOKED MAGNETIC FIELDS, EA ADDITION MODALITY (EG, SENSORY, MOTOR, LANGUAGE,/VISUAL CORTEX LOCA",,,
95970,"ELECTRONIC ANAL OF IMPLANT NEUROSTIM PULSE GEN SYS; SIMPLE/COMPLEX BRAIN, SPINAL CORD/PERIPHERAL (IE,CRANIAL NERVE,PERIPH NERVE,AUTONOMIC NERVE",,,
95971,"ELECTRONIC ANAL OF IMPLANT NEUROSTIM PULSE GEN SYS; SIMPLE BRAIN, SPINAL CORD, OR PERIPHERAL (IE, PERIPHERAL NERVE, AUTONOMIC NERVE, NEUROMUSCU",,,
95972,"ELECTRONIC ANAL OF IMPLANT NEUROSTIM PULSE GEN SYS; COMPLEX BRAIN, SPINAL CORD, OR PERIPHERAL (EXCEPT CRANIAL NERVE) NEUROSTIMULATOR PULSE GENE",,,
95973,"ELECTRONIC ANAL OF IMPLANT NEUROSTIM PULSE GEN SYS;COMPLEX BRAIN,SPINAL CORD/PERIPHERAL (EXCEPT CRANIAL NERVE) NEUROSTIM PULSE GEN/TRANSMIT,W I",,,
95974,"ELECTRONIC ANALYSIS OF IMPLANTED NEUROSTIMULATOR PULSE GENERATOR SYSTEM (EG, RATE, PULSE AMPLITUDE AND DURATION, CONFIGURATION OF WAVE FORM, BA",,,
95975,"ELECTRONIC ANALYSIS OF IMPLANTED NEUROSTIMULATOR PULSE GENERATOR SYSTEM (EG, RATE, PULSE AMPLITUDE AND DURATION, CONFIGURATION OF WAVE FORM, BA",,,
95990,"REFILLING AND MAINTENANCE OF IMPLANTABLE PUMP OR RESERVOIR FOR DRUG DELIVERY, SPINAL (INTRATHECAL, EPIDURAL) OR BRAIN (INTRAVENTRICULAR)",,,
95999,UNLISTED NEUROLOGICAL OR NEUROMUSCULAR DIAGNOSTIC PROCEDURE,,,
96000,COMPREHENSIVE COMPUTER-BASED MOTION ANALYSIS BY VIDEO-TAPING AND 3-D KINEMATICS;,,,
96001,COMPREHENSIVE COMPUTER-BASED MOTION ANALYSIS BY VIDEO-TAPING AND 3-D KINEMATICS; WITH DYNAMIC PLANTAR PRESSURE MEASUREMENTS DURING WALKING,,,
96002,"DYNAMIC SURFACE ELECTROMYOGRAPHY, DURING WALKING OR OTHER FUNCTIONAL ACTIVITIES, 1-12 MUSCLES",,,
96003,"DYNAMIC FINE WIRE ELECTROMYOGRAPHY, DURING WALKING OR OTHER FUNCTIONAL ACTIVITIES, 1 MUSCLE",,,
96004,"PHYSICIAN REV&INTERPRET, COMPR COMPUTER BASED MOTION ANAL, DYNAM PLANTAR PRESS MEASURES, DYNAM SURF EMG DUR WALKING/OTHER FUNCTAL ACTIVITIES,&D",,,
96100,"PSYCHOLOGICAL TESTING (INCLUDES PSYCHODIAGNOSTIC ASSESSMENT OF PERSONALITY PSYCHOPATHOLOGY, EMOTIONALITY, INTELLECTUAL ABILITIES, EG, WAIS-R, R",,,
96105,"ASSESSMENT OF APHASIA (INCLUDES ASSESS EXPRESS & RECEPT SPEECH & LANG FNC, LANG COMPR, SPEECH PROD ABILITY, READ, SPELL, WRITE, EG, BY BOSTON D",,,
96110,"DEVELOPMENTAL TESTING; LIMITED (EG, DEVELOPMENTAL SCREENING TEST II, EARLY LANGUAGE MILESTONE SCREEN), WITH INTERPRETATION AND REPORT",,,
96111,"DEVELOPMENTAL TESTING; EXTENDED (INCLUDES ASSESSMENT OF MOTOR, LANGUAGE, SOCIAL, ADAPTIVE &/OR COGNITIVE FUNCTIONING, EG, BY BAYLEY SCALES OF I",,,
96115,"NEUROBEHAVIORAL STATUS EXAM (CLINICAL ASSESS OF THINKING, REASON & JUDGMENT, EG, ACQUIRED KNOWLEDGE, ATTENTION, MEMORY, VISUAL SPATIAL ABILITIE",,,
96117,"NEUROPSYCHOLOGICAL TESTING BATTERY (EG, HALSTEAD-REITAN, LURIA, WAIS-R) WITH INTERPRETATION AND REPORT, PER HOUR",,,
96150,"HEALTH&BEHAV ASSESSMENT (EG, HEALTH-FOC CLINICAL INTERVIEW, BEHAVIORAL OBSERVATIONS, PSYCHOPHYSICOLOGICAL MONITOR, HEALTH-ORIENT QUESTIONNAIRES",,,
96151,"HEALTH AND BEHAVIOR ASSESS (EG, HEALTH-FOC CLIN INTERVIEW, BEHAVIORAL OBSERVATIONS, PSYCHOPHYSICOLOGICAL MON, HEALTH-ORIENTED QUESTIONNAIRES),",,,
96152,"HEALTH AND BEHAVIOR INTERVENTION, EACH 15 MINUTES, FACE-TO-FACE; INDIVIDUAL",,,
96153,"HEALTH AND BEHAVIOR INTERVENTION, EACH 15 MINUTES, FACE-TO-FACE; GROUP (2 OR MORE PATIENTS)",,,
96154,"HEALTH AND BEHAVIOR INTERVENTION, EACH 15 MINUTES, FACE-TO-FACE; FAMILY (WITH THE PATIENT PRESENT)",,,
96155,"HEALTH AND BEHAVIOR INTERVENTION, EACH 15 MINUTES, FACE-TO-FACE; FAMILY (WITHOUT THE PATIENT PRESENT)",,,
96400,"CHEMOTHERAPY ADMINISTRATION, SUBCUTANEOUS OR INTRAMUSCULAR, WITH OR WITHOUT LOCAL ANESTHESIA",,,
96405,"CHEMOTHERAPY ADMINISTRATION, INTRALESIONAL; UP TO AND INCLUDING 7 LESIONS",,,
96406,"CHEMOTHERAPY ADMINISTRATION, INTRALESIONAL; MORE THAN 7 LESIONS",,,
96408,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS; PUSH TECHNIQUE",,,
96410,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS; INFUSION TECHNIQUE, UP TO ONE HOUR",,,
96412,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS; INFUSION TECHNIQUE, ONE TO 8 HOURS, EACH ADDITIONAL HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR PRI",,,
96414,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS; INFUSION TECHNIQUE, INITIATION OF PROLONGED INFUSION (MORE THAN 8 HOURS), REQUIRING THE USE OF A PORT",,,
96420,"CHEMOTHERAPY ADMINISTRATION, INTRA-ARTERIAL; PUSH TECHNIQUE",,,
96422,"CHEMOTHERAPY ADMINISTRATION, INTRA-ARTERIAL; INFUSION TECHNIQUE, UP TO ONE HOUR",,,
96423,"CHEMOTHERAPY ADMINISTRATION, INTRA-ARTERIAL; INFUSION TECHNIQUE, ONE TO 8 HOURS, EACH ADDITIONAL HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR",,,
96425,"CHEMOTHERAPY ADMINISTRATION, INTRA-ARTERIAL; INFUSION TECHNIQUE, INITIATION OF PROLONGED INFUSION (MORE THAN 8 HOURS), REQUIRING THE USE OF A P",,,
96440,"CHEMOTHERAPY ADMINISTRATION INTO PLEURAL CAVITY, REQUIRING AND INCLUDING THORACENTESIS",,,
96445,"CHEMOTHERAPY ADMINISTRATION INTO PERITONEAL CAVITY, REQUIRING AND INCLUDING PERITONEOCENTESIS",,,
96450,"CHEMOTHERAPY ADMINISTRATION, INTO CNS (EG, INTRATHECAL), REQUIRING AND INCLUDING SPINAL PUNCTURE",,,
96520,REFILLING AND MAINTENANCE OF PORTABLE PUMP,,,
96530,"REFILLING AND MAINTENANCE OF IMPLANTABLE PUMP OR RESERVOIR FOR DRUG DELIVERY, SYSTEMIC (EG, INTRAVENOUS, INTRA-ARTERIAL)",,,
96542,"CHEMOTHERAPY INJECTION, SUBARACHNOID OR INTRAVENTRICULAR VIA SUBCUTANEOUS RESERVOIR, SINGLE OR MULTIPLE AGENTS",,,
96545,PROVISION OF CHEMOTHERAPY AGENT,,,
96549,UNLISTED CHEMOTHERAPY PROCEDURE,,,
96567,"PHOTODYNAMIC THERAPY EXTERNAL APPLICATION, LIGHT TO DESTROY PREMALIGNANT &/ MALIGNANT LESIONS, THE SKIN&ADJACENT MUCOSA (EG, LIP) ACTIVATION, P",,,
96570,"PHOTODYNAMIC THERAPY BY ENDOSCOPIC APPL OF LIGHT TO ABLATE ABNORMAL TISS VIA ACTIVAT OF PHOTOSENSITIVE DRUG(S); FIRST 30 MINUTES (LIST SEP, ADD",,,
96571,"PHOTODYNAMIC THERAPY BY ENDOSCOPIC APPL OF LIGHT TO ABLATE ABNORMAL TISS VIA ACTIVAT OF PHOTOSENSITIVE DRUG(S);EACH ADD 15 MINUTES (LIST SEP,AD",,,
96900,ACTINOTHERAPY (ULTRAVIOLET LIGHT),,,
96902,MICROSCOPIC EXAMINATION OF HAIRS PLUCKED OR CLIPPED BY THE EXAMINER (EXCLUDING HAIR COLLECTED BY THE PATIENT) TO DETERMINE TELOGEN AND ANAGEN C,,,
96910,PHOTOCHEMOTHERAPY; TAR AND ULTRAVIOLET B (GOECKERMAN TREATMENT) OR PETROLATUM AND ULTRAVIOLET B,,,
96912,PHOTOCHEMOTHERAPY; PSORALENS AND ULTRAVIOLET A (PUVA),,,
96913,PHOTOCHEMOTHERAPY (GOECKERMAN AND/OR PUVA) FOR SEVERE PHOTORESPONSIVE DERMATOSES REQUIRING AT LEAST FOUR TO EIGHT HOURS OF CARE UNDER DIRECT SU,,,
96920,LASER TREATMENT FOR INFLAMMATORY SKIN DISEASE (PSORIASIS); TOTAL AREA LESS THAN 250 SQ CM,,,
96921,LASER TREATMENT FOR INFLAMMATORY SKIN DISEASE (PSORIASIS); 250 SQ CM TO 500 SQ CM,,,
96922,LASER TREATMENT FOR INFLAMMATORY SKIN DISEASE (PSORIASIS); OVER 500 SQ  CM,,,
96999,UNLISTED SPECIAL DERMATOLOGICAL SERVICE OR PROCEDURE,,,
97001,PHYSICAL THERAPY EVALUATION,,,
97002,PHYSICAL THERAPY RE-EVALUATION,,,
97003,OCCUPATIONAL THERAPY EVALUATION,,,
97004,OCCUPATIONAL THERAPY RE-EVALUATION,,,
97005,ATHLETIC TRAINING EVALUATION,,,
97006,ATHLETIC TRAINING RE-EVALUATION,,,
97010,APPLICATION OF A MODALITY TO ONE OR MORE AREAS; HOT OR COLD PACKS,,,
97012,"APPLICATION OF A MODALITY TO ONE OR MORE AREAS; TRACTION, MECHANICAL",,,
97014,APPLICATION OF A MODALITY TO ONE OR MORE AREAS; ELECTRICAL STIMULATION (UNATTENDED),,,
97016,APPLICATION OF A MODALITY TO ONE OR MORE AREAS; VASOPNEUMATIC DEVICES,,,
97018,APPLICATION OF A MODALITY TO ONE OR MORE AREAS; PARAFFIN BATH,,,
97020,APPLICATION OF A MODALITY TO ONE OR MORE AREAS; MICROWAVE,,,
97022,APPLICATION OF A MODALITY TO ONE OR MORE AREAS; WHIRLPOOL,,,
97024,APPLICATION OF A MODALITY TO ONE OR MORE AREAS; DIATHERMY,,,
97026,APPLICATION OF A MODALITY TO ONE OR MORE AREAS; INFRARED,,,
97028,APPLICATION OF A MODALITY TO ONE OR MORE AREAS; ULTRAVIOLET,,,
97032,"APPLICATION OF A MODALITY TO ONE OR MORE AREAS; ELECTRICAL STIMULATION (MANUAL), EACH 15 MINUTES",,,
97033,"APPLICATION OF A MODALITY TO ONE OR MORE AREAS; IONTOPHORESIS, EACH 15 MINUTES",,,
97034,"APPLICATION OF A MODALITY TO ONE OR MORE AREAS; CONTRAST BATHS, EACH 15 MINUTES",,,
97035,"APPLICATION OF A MODALITY TO ONE OR MORE AREAS; ULTRASOUND, EACH 15 MINUTES",,,
97036,"APPLICATION OF A MODALITY TO ONE OR MORE AREAS; HUBBARD TANK, EACH 15 MINUTES",,,
97039,UNLISTED MODALITY (SPECIFY TYPE AND TIME IF CONSTANT ATTENDANCE),,,
97110,"THERAPEUTIC PROCEDURE, ONE OR MORE AREAS, EACH 15 MINUTES; THERAPEUTIC EXERCISES TO DEVELOP STRENGTH AND ENDURANCE, RANGE OF MOTION AND FLEXIBI",,,
97112,"THERAPEUTIC PROCEDURE, ONE OR MORE AREAS, EA 15 MINUTES; NEUROMUSCULAR REEDUCATION OF MOVEMENT, BALANCE, COORDINATION, KINESTHETIC SENSE, POSTU",,,
97113,"THERAPEUTIC PROCEDURE, ONE OR MORE AREAS, EACH 15 MINUTES; AQUATIC THERAPY WITH THERAPEUTIC EXERCISES",,,
97116,"THERAPEUTIC PROCEDURE, ONE OR MORE AREAS, EACH 15 MINUTES; GAIT TRAINING (INCLUDES STAIR CLIMBING)",,,
97124,"THERAPEUTIC PROCEDURE, ONE OR MORE AREAS, EACH 15 MINUTES; MASSAGE, INCLUDING EFFLEURAGE, PETRISSAGE AND/OR TAPOTEMENT (STROKING, COMPRESSION,",,,
97139,UNLISTED THERAPEUTIC PROCEDURE (SPECIFY),,,
97140,"MANUAL THERAPY TECHNIQUES (EG, MOBILIZATION/MANIPULATION, MANUAL LYMPHATIC DRAINAGE, MANUAL TRACTION), ONE OR MORE REGIONS, EACH 15 MINUTES",,,
97150,"THERAPEUTIC PROCEDURE(S), GROUP (2 OR MORE INDIVIDUALS)",,,
97504,"ORTHOTIC(S) FITTING AND TRAINING, UPPER EXTREMITY(IES), LOWER EXTREMITY(IES), AND/OR TRUNK, EACH 15 MINUTES",,,
97520,"PROSTHETIC TRAINING, UPPER AND/OR LOWER EXTREMITIES, EACH 15 MINUTES",,,
97530,"THERAPEUTIC ACTIVITIES, DIRECT (ONE ON ONE) PATIENT CONTACT BY THE PROVIDER (USE OF DYNAMIC ACTIVITIES TO IMPROVE FUNCTIONAL PERFORMANCE), EACH",,,
97532,"DEVELOPMENT OF COGNITIVE SKILLS TO IMPROVE ATTENTION, MEMORY, PROBLEM SOLVING, (INCLUDES COMPENSATORY TRAINING), DIRECT (ONE-ON-ONE) PATIENT CO",,,
97533,"SENSORY INTEGRATIVE TECHNIQUES TO ENHANCE SENSORY PROCESSING AND PROMOTE ADAPTIVE RESPONSES TO ENVIRONMENTAL DEMANDS, DIRECT (ONE-ON-ONE) PATIE",,,
97535,"SELF-CARE/HOME MGT TRAIN (EG, ACTIVITIES, DAILY LIVNG (ADL)&COMPENSAT TRAIN, MEAL PREP, SAFETY PROCS,&INSTRUCTIONS USE, ASSISTIVE TECH DVCES/AD",,,
97537,"COMMUNITY/WORK REINTEGRATION TRAIN (EG, SHOP, TRANSPORT, MONEY MGMT, AVOCATIONAL ACTIVITIES &/OR WORK ENVIRON/MODIFICATION ANALYSIS, WORK TASK",,,
97542,"WHEELCHAIR MANAGEMENT/PROPULSION TRAINING, EACH 15 MINUTES",,,
97545,WORK HARDENING/CONDITIONING; INITIAL 2 HOURS,,,
97546,WORK HARDENING/CONDITIONING; EACH ADDITIONAL HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),,,
97601,"REM,DEVITAL TISS,WND(S);SEL DEBRIDE,WO ANES(EG,HI PRESS WATER JET,SHRP SEL DEBRIDE W SCISSORS, SCALPEL&TWEEZERS), INCL TOPICL APPLICATION(S), W",,,
97602,"REM, DEVITAL TISSUE,WOUND(S); NON-SELECT DEBRIDEMENT, WO ANES (EG, WET-TO-MOIST DRESSINGS, ENZYMATIC, ABRASION), INCL TOPICAL APPLICATION(S), W",,,
97703,"CHECKOUT FOR ORTHOTIC/PROSTHETIC USE, ESTABLISHED PATIENT, EACH 15 MINUTES",,,
97750,"PHYSICAL PERFORMANCE TEST OR MEASUREMENT (EG, MUSCULOSKELETAL, FUNCTIONAL CAPACITY), WITH WRITTEN REPORT, EACH 15 MINUTES",,,
97780,"ACUPUNCTURE, ONE OR MORE NEEDLES; WITHOUT ELECTRICAL STIMULATION",,,
97781,"ACUPUNCTURE, ONE OR MORE NEEDLES; WITH ELECTRICAL STIMULATION",,,
97799,UNLISTED PHYSICAL MEDICINE/REHABILITATION SERVICE OR PROCEDURE,,,
97802,"MEDICAL NUTRITION THERAPY; INITIAL ASSESSMENT AND INTERVENTION, INDIVIDUAL, FACE-TO-FACE WITH THE PATIENT, EACH 15 MINUTES",,,
97803,"MEDICAL NUTRITION THERAPY; RE-ASSESSMENT AND INTERVENTION, INDIVIDUAL, FACE-TO-FACE WITH THE PATIENT, EACH 15 MINUTES",,,
97804,"MEDICAL NUTRITION THERAPY; GROUP (2 OR MORE INDIVIDUAL(S)), EACH 30 MINUTES",,,
98925,OSTEOPATHIC MANIPULATIVE TREATMENT (OMT); ONE TO TWO BODY REGIONS INVOLVED,,,
98926,OSTEOPATHIC MANIPULATIVE TREATMENT (OMT); THREE TO FOUR BODY REGIONS INVOLVED,,,
98927,OSTEOPATHIC MANIPULATIVE TREATMENT (OMT); FIVE TO SIX BODY REGIONS INVOLVED,,,
98928,OSTEOPATHIC MANIPULATIVE TREATMENT (OMT); SEVEN TO EIGHT BODY REGIONS INVOLVED,,,
98929,OSTEOPATHIC MANIPULATIVE TREATMENT (OMT); NINE TO TEN BODY REGIONS INVOLVED,,,
98940,"CHIROPRACTIC MANIPULATIVE TREATMENT (CMT); SPINAL, ONE TO TWO REGIONS",,,
98941,"CHIROPRACTIC MANIPULATIVE TREATMENT (CMT); SPINAL, THREE TO FOUR REGIONS",,,
98942,"CHIROPRACTIC MANIPULATIVE TREATMENT (CMT); SPINAL, FIVE REGIONS",,,
98943,"CHIROPRACTIC MANIPULATIVE TREATMENT (CMT); EXTRASPINAL, ONE OR MORE REGIONS",,,
99000,HANDLING AND/OR CONVEYANCE OF SPECIMEN FOR TRANSFER FROM THE PHYSICIAN'S OFFICE TO A LABORATORY,,,
99001,HANDLING AND/OR CONVEYANCE OF SPECIMEN FOR TRANSFER FROM THE PATIENT IN OTHER THAN A PHYSICIAN'S OFFICE TO A LABORATORY (DISTANCE MAY BE INDICA,,,
99002,"HANDLING, CONVEYANCE, ANY OTHER SERVICE IN CONNECTION WITH DEVICES (EG, DESIGNING, FITTING, PACKAGING, HANDLING, DELIVERY OR MAILING); DEVICES",,,
99024,"POSTOPERATIVE FOLLOW-UP VISIT, INCLUDED IN GLOBAL SERVICE",,,
